cutpoint,p_value,neglog10p
32.11409578610824,0.5637632414788829,0.24890324443340603
32.45520172394626,0.6904065344181722,0.16089510685205163
32.92716300139963,0.8140491115041698,0.08934939337632446
32.949244430057334,0.6742037015690789,0.1712088674089176
33.05773385271535,0.6219900998552792,0.2062165278693743
33.067348118050546,0.47749343579936876,0.32103259437491005
33.62873819116462,0.36825695200614095,0.43384904573609484
34.06717547677579,0.3922642662215492,0.4064212526393587
35.007057394791985,0.3972856940472862,0.40089707327381724
35.261325904907004,0.28445472613629635,0.54598684615403
36.38260115364835,0.40154242307552446,0.396268564621128
36.38883537012721,0.2760303867519628,0.5590431060786583
36.496727834122,0.22033818159240054,0.6569102390358633
37.366934635194525,0.22851825886770277,0.6410790935867627
37.795012238097264,0.17208014575434213,0.7642692347668067
38.82248606125978,0.5674623983505405,0.24606291075140502
39.53604226916239,0.41624256663128667,0.3806535091609141
40.72716125641061,0.3229232375093973,0.4909007020903358
41.131307050063285,0.3113997023783958,0.5066818068465182
41.41578041883242,0.35457350974744484,0.4502937137442734
41.56690855565676,0.29238058601493877,0.5340514677829132
42.67804146586138,0.29906118070638177,0.5242399564074793
42.979525903046834,0.2308487832487264,0.6366724101739472
44.02467276063167,0.20757997169359052,0.6828145516066391
44.79892293307577,0.20290573955178576,0.692705667996648
45.58398225306786,0.13418327832965496,0.8723016017649162
45.83149805380056,0.107731664750859,0.9676566290568388
45.88151687111522,0.08040695951018278,1.0947063598826152
46.3449505201581,0.24098472179369895,0.6180104904169138
46.54552248893376,0.169039902514093,0.7720107664148278
46.7591004945362,0.17396389836746973,0.7595408687664701
47.29636889999097,0.12033552762341258,0.9196061334839395
47.47022067935641,0.08162991085033255,1.0881506778020595
47.74287307045,0.08747694283137954,1.0581064032139897
47.80268212422273,0.08992699995335246,1.0461098948044572
47.99760608674709,0.084593371733219,1.072663664531437
49.907375923587296,0.07011846217009822,1.1541676173695181
50.619646907184034,0.0704647899246442,1.1520278384874922
50.7351351880705,0.15236324045696745,0.8171197993504563
50.79361731755204,0.20029840119485737,0.6983225172816723
51.01172554313762,0.14987431969820494,0.8242727752157716
51.02299552837936,0.1705320138440486,0.7681940792480672
51.340223922566,0.21488939787590064,0.6677850110212463
51.894989167010806,0.16566822618344507,0.7807607777387843
52.05007284782082,0.1846979928544198,0.7335378240886501
53.30741383419585,0.1651752725941124,0.7820549677887765
53.30949796687485,0.18387482725356474,0.7354777222745228
53.340902209105785,0.203686510897302,0.6910377311217987
53.41085829781973,0.27166533599606124,0.5659657732348387
53.62122387927543,0.2776293509212602,0.5565346222614329
53.96713214833663,0.23948297598423193,0.6207253536435248
54.37515093135517,0.23705295999449366,0.625154617433195
54.56965469310665,0.29885876509001696,0.524534002422216
54.60421825039157,0.2709174080703836,0.5671630880417379
54.79443807719903,0.21006484987091986,0.6776466119644153
54.89391078069475,0.2149057503774942,0.6677519636439566
55.15887930669253,0.2138870404102854,0.6698155288871365
55.537938384947154,0.19876985552418577,0.7016494779475518
56.24138314547243,0.20958691036056648,0.6786358444730994
56.28373378551242,0.1839780753855806,0.7352339286556219
56.45017923483197,0.20304381912235947,0.6924102263754169
56.86970209536507,0.1698149165863528,0.7700241638764564
56.88104251533623,0.1724387513307575,0.7633651306344633
57.565464900618174,0.19447189954530228,0.7111431437165688
59.35754263783755,0.23245943692253387,0.6336528185056646
59.39350315556171,0.24507513298315498,0.6107007530322146
60.0993924237596,0.24934872185416518,0.6031928536060586
60.30410043029548,0.21340144837314085,0.6708026373092613
60.94371071806086,0.17277818506565795,0.7625110923182474
61.13083115288429,0.1462847260376693,0.8348010173049693
61.13960687286676,0.12895228479773457,0.8895709585570039
61.19026573513904,0.10096920960099999,0.9958110434359158
61.35567260551247,0.0748524940666381,1.1257937244948377
61.70496469578088,0.07857866286731088,1.1046953656271554
62.90063420843602,0.06885353174736464,1.1620737782966186
63.12180130366175,0.08540471143844686,1.0685181703498798
63.50633936324546,0.06074470031413519,1.2164916062025204
64.21775456364334,0.05145297566096285,1.2885895037826653
64.2867186030694,0.04051957502126687,1.392335118269472
64.35687913584184,0.042270645009941245,1.373961125198636
