PATIENT_ID,CHEK1,CHEK2,ATM,ATR,BAD,BAX,RAD51,BCL2,BCL2L1,BRCA1,BRCA2,TP53,PALB2,BRIP1
TCGA-04-1331,2.2138760433829425,1.6643918157240714,0.1826922975161903,0.23118661322786507,2.9689570307853033,4.277568239129251,1.1168304963267113,1.0025945167084522,4.928142885184441,1.5180818651529642,-0.7585258742985586,1.9517369799698314,1.8228117114362248,2.45119792141737
TCGA-04-1332,2.370192185396854,2.5389105841561306,0.7845877363788887,-0.2103959336684229,4.533071153261851,4.190298791626595,2.5576796588916855,0.1805298128107209,5.290321182007501,-0.08482332202954222,-0.5084034055895519,5.108557910188354,0.6569081834733373,-0.43948067845563166
TCGA-04-1337,0.5738592215759492,1.0829069225988992,0.3858175448516954,0.42244831223346446,4.041970105138392,4.30560578958543,0.8704239058581924,-0.4941090702700427,7.1523903149250305,-0.3387976702372901,-1.0917250815209412,4.655523567799816,1.1644001350244118,-0.6997005263343616
TCGA-04-1338,2.025808418958422,1.1968588013663561,0.8161491139490211,-0.3327890875191294,3.299904008086488,4.6255685843743874,2.1094942908689984,-0.7573060424503817,5.902336521500613,0.7060221215424786,-0.5606428215257433,5.592498897242286,1.1555549608405586,-0.44006773646612846
TCGA-04-1341,1.7451512627441559,1.410558198142582,-0.721896272448558,0.2188431512018738,4.502044122176464,3.96571041678496,2.08586650742246,-1.7427479467602123,6.087012989727681,1.1669082198424487,-1.1759246437484379,3.9260658569296027,1.1843437779529076,0.10111215847415045
TCGA-04-1343,1.8324444816453098,2.3639840289072307,0.3953918939282104,0.636172166835885,5.9288748227195,4.596702623210206,0.806612773753507,-1.1690956901979412,6.088792478034949,-0.28947455766140323,-1.4457549804499021,2.939395854046846,1.1699250014423124,-1.364013496254377
TCGA-04-1347,1.9904103444286914,2.3244362028368384,0.19899696624010896,-0.09449505685038438,4.265879418686692,4.478926517930737,1.1143003862286514,-0.08100323019079969,5.9213387323086275,0.10178452416693216,-1.8831029817117375,5.564503164199685,1.9393394308141343,-0.3946004898381423
TCGA-04-1348,2.044988562104605,2.244430437805942,0.07354606091515468,0.5256680073752782,3.349789870241872,3.972683464834612,3.7346012446968744,-0.6964238003033594,5.693336407553185,1.0046811561179083,0.8503193781873069,5.544151504905307,2.1308320517134,0.3220435058742555
TCGA-04-1350,2.8450885495041187,2.4159749464180966,1.3393084453360722,0.17823658460480563,4.239588982848368,3.179049186545604,1.179893170533548,2.0199153677076858,5.655099907484677,0.12287146908839316,-0.1386003888425616,5.670469306214002,1.0980152338689595,-0.7651308482946192
TCGA-04-1356,2.0382605751753498,2.920521978790339,0.27560307933684963,0.06184530707106949,3.8922452917811627,4.126774670250051,2.696839590013646,-0.9910829052639469,5.304642455413352,-0.1228054528737616,0.38360753363385147,5.213498931732016,2.11623166060415,0.7138717425358994
TCGA-04-1357,1.5073633526062162,1.4444550461139356,1.0473289838655564,0.13645390926865067,3.309452706636392,4.102641336213116,1.4767964189771523,1.4860449925903496,5.5591246685177556,-0.7143018740418752,-0.7653760586361441,2.8582595576199545,1.6888069945663873,-0.7853777993514519
